text,emotion
这里的风景不错，但也只是平凡的风景。,平淡语气
我听到外面传来一些声音，但并不感兴趣。,平淡语气
我只是走进了那家店，没有什么特别的原因。,平淡语气
他每天下班后都会走到同一家咖啡馆，点一杯咖啡。,平淡语气
没有什么特别的安排，我只是和朋友吃了个简单的晚餐。,平淡语气
我准备出门，但没有急著去任何地方。,平淡语气
今天什么也没发生，和昨天一样。,平淡语气
你看起来有点不舒服，要不要去看看医生？,关切语调
这些天你怎么那么忙，是不是有点累了？,关切语调
我听说你最近很少睡觉，怎么回事？,关切语调
如果你觉得累，先休息一下，没关系的。,关切语调
你最近情况怎么样？有没有什么需要帮忙的？,关切语调
听说你最近压力很大，是不是很不容易？,关切语调
今天你看起来有点焦虑，怎么了？,关切语调
看来你有点不开心，发生什么事情了吗？,关切语调
你的脸色不太好，是不是生病了？,关切语调
你这样一直工作，会不会太辛苦了？,关切语调
看你今天心情不太好，还是想休息一下吗？,关切语调
如果你需要的话，随时可以告诉我，我愿意帮忙。,关切语调
你有什么烦恼吗？需要说说看吗？,关切语调
你是不是最近经历了什么困难？,关切语调
看起来你有点沮丧，是不是有什么事情让你不开心？,关切语调
最近真的很忙吧？记得照顾自己啊，休息是很重要的。,关切语调
你这样工作到深夜，身体会吃不消的，要不要停一下？,关切语调
如果你不舒服的话，请一定要告诉我。,关切语调
最近有什么让你不开心的事情吗？要不要聊聊？,关切语调
你的眼睛看起来有点红，是不是没有休息好？,关切语调
哇，今天的惊喜真的太棒了，我完全没想到！,开心语调
终于等到这一天，心里超开心的！,开心语调
真是太高兴了，这是我最期待的时刻。,开心语调
这真的是我最喜欢的礼物，谢谢你！,开心语调
你成功了，这太值得庆祝了！,开心语调
这个消息真是让我又惊又喜，太开心了！,开心语调
这真的是意外的惊喜，让我超级高兴。,开心语调
我居然得到这样的机会，实在太开心了！,开心语调
我很感激，这一切让我心情无比愉快。,开心语调
我也没想到自己能做到这一步，真是太开心了。,开心语调
太好了，我终于实现了目标，心情无比激动。,开心语调
今天见到你，真的是我最开心的一天！,开心语调
这真的是最美好的时刻，我从来没这么开心过。,开心语调
怎么那么幸运，今天真的是一个快乐的日子。,开心语调
看到你的笑容，我真的觉得一切都变得更美好。,开心语调
这是我最想要的结果，真的是太开心了！,开心语调
我的心情真的是好到爆，没想到会这么开心。,开心语调
这是我最期待的时刻，能和你一起分享这份喜悦。,开心语调
每一个人都笑得那么开心，我也不禁跟著高兴。,开心语调
太棒了，我终于成功了，真是太惊喜了！,开心语调
你怎么可以这样对待我！我真的忍不住了！,愤怒语调
我已经说过多少次了，你怎么还是这么不听话！,愤怒语调
我再也不想听到你说这些了，够了！,愤怒语调
你让我受够了，别再惹我了！,愤怒语调
真是气死我了，这样怎么行！,愤怒语调
你这样做真的是太过分了，我真的快受不了了！,愤怒语调
怎么可以这么不负责任？你知不知道这样会害死我！,愤怒语调
我告诉过你多少次了，为什么你还是这么无视我？,愤怒语调
我已经忍耐到极限了，再这样下去我真的要爆发了！,愤怒语调
你就这么对待我，我简直不敢相信！,愤怒语调
怎么那么自私！你知不知道这样的行为让我有多生气！,愤怒语调
你完全不理解我的感受，你怎么这么不懂事！,愤怒语调
我真的是忍无可忍了，你太过分了！,愤怒语调
这样的事情居然还能发生，这就是你对待我的方式吗？,愤怒语调
你根本不在乎我，只顾自己，这让我非常愤怒！,愤怒语调
怎么会这样！我真是看不下去了！,愤怒语调
我不想再听任何解释了，事情已经很明白了！,愤怒语调
你到底在干嘛！这种事怎么会发生在我们身上？,愤怒语调
怎么每次都这样？你真的让我失望透顶。,愤怒语调
你真的让我失望透顶。,悲伤语调
我真的没想到会这样，心里痛得无法言喻。,悲伤语调
每当我想到那个画面，我的心就像被重重压住一样。,悲伤语调
怎么一切都变了，原本的快乐和希望消失得无影无踪。,悲伤语调
我真的无法理解为什么会这样，为什么一切都变得如此陌生。,悲伤语调
每次回忆起来，心里的痛觉得像针一样刺痛著我。,悲伤语调
我好像再也找不回曾经的自己了，心里总是那么空洞。,悲伤语调
有些人走了，留下的空白让我一度无法呼吸。,悲伤语调
失去的感觉比什么都痛，这种痛是无法治愈的。,悲伤语调
曾经的那些笑声，现在只剩下我的回音，真的是太凄凉了。,悲伤语调
我以为一切会变好，但现在只剩下我一个人独自承受。,悲伤语调
每当夜深人静，我的思绪就会不由自主地回到那一刻。,悲伤语调
我真的不想再回忆那一切，但心里的伤还是无法忘记。,悲伤语调
好像每走一步，都是在走向深不见底的痛苦。,悲伤语调
这段时间，我好像迷失了自己，对未来感到恐惧。,悲伤语调
就算我努力去忘记，但那份痛还是在心头挥之不去。,悲伤语调
我曾经多么希望能和你一起走过未来，但现在的我只能独自面对。,悲伤语调
那些曾经的美好，现在看来像是一场不再能重回的梦。,悲伤语调
我不想再哭，但每当想到你，眼泪还是忍不住流了出来。,悲伤语调
我好像失去了所有的勇气，面对这一切，真的好难。,悲伤语调
你说的每一句话都像是沉重的铁锤，狠狠地打在我心上。,悲伤语调
你真的觉得这样做是对的吗？,疑问语调
我怎么知道你到底在想什么？,疑问语调
那么多的问题，到底该怎么解决呢？,疑问语调
为什么我总是无法理解你的想法呢？,疑问语调
你有没有想过，如果这样下去会发生什么呢？,疑问语调
你为什么不告诉我真正的原因呢？,疑问语调
如果我不在你身边，你会怎么做呢？,疑问语调
我还有什么可以做的，才能让你改变心意？,疑问语调
这一切到底是怎么发生的，为什么会变成这样？,疑问语调
你能告诉我，这一切是否真的只是误会吗？,疑问语调
我不明白，为什么你总是这样对待我，这是为什么？,疑问语调
我做错了什么吗，为什么你要这样对我？,疑问语调
我们到底是怎么走到今天这一步的？,疑问语调
你能告诉我，这一切到底有没有办法改变？,疑问语调
你心里到底想的是什么？为什么不能告诉我呢？,疑问语调
我真的无法理解你为什么做出这样的决定，能解释一下吗？,疑问语调
到底发生了什么，怎么我什么都不懂？,疑问语调
这真的是你最后的决定吗？,疑问语调
我还可以相信你吗？你真的是这样的人吗？,疑问语调
你就这么轻易地放手了吗？难道你不觉得遗憾吗？,疑问语调
这怎么可能？我完全不敢相信！,惊奇语调
这真是太意外了，居然会发生这样的事！,惊奇语调
怎么会这样？我完全没想到会是这个结果！,惊奇语调
天啊，这真的太让人震惊了！,惊奇语调
你居然会做出这种事，太不可思议了！,惊奇语调
我怎么没有想到这一点，真是太出乎意料了！,惊奇语调
怎么可能，这样的情况根本无法想像！,惊奇语调
我还以为这只是梦，结果竟然是真的！,惊奇语调
天啊，这件事完全打破了我的预期！,惊奇语调
这也太惊人了，怎么会这样！,惊奇语调
我从来没想过会遇到这种情况，太不可思议了！,惊奇语调
你真的这么做了吗？这让我完全无法相信！,惊奇语调
我简直不敢相信眼前发生的事，这太匪夷所思了！,惊奇语调
原来事情真的是这样，这一切太出乎意料了！,惊奇语调
我没想到会是这样，真的太让人惊讶了！,惊奇语调
这不是真的吧，怎么会发生这样的事？,惊奇语调
这太震撼了，我完全没有准备好接受这一切！,惊奇语调
怎么会这么巧，居然会发生这样的事！,惊奇语调
我简直不敢相信，这怎么可能是真实的！,惊奇语调
这真的是我没有预料到的，完全颠覆了我的认知！,惊奇语调
这里的风景不错，但也没有什么特别的地方。,平淡语气
只是日常的一天，没什么值得记住的事情。,平淡语气
今天吃的就是普通的便当，没什么特别。,平淡语气
我已经很久没去过那里了，可能是太忙了。,平淡语气
我在店里待了不久，没什么可以说的。,平淡语气
我每天都在同样的时间起床，做著一样的事。,平淡语气
这条路走了不下几十次，还是一样熟悉。,平淡语气
不知道为什么，我总是习惯这样过日子。,平淡语气
今天工作结束后，我就回家休息了。,平淡语气
一切都平淡无奇，像往常一样。,平淡语气
你今天怎么了？看起来有点不太对劲。,关切语调
你的情况我了解，我们可以再想办法。,关切语调
最近睡得好吗？是不是有些疲倦？,关切语调
我听说你最近很忙，要不要休息一下？,关切语调
你到底发生了什么事情？看起来很不开心。,关切语调
你有没有觉得身体不舒服？需要我帮忙吗？,关切语调
昨天你是不是遇到什么麻烦了？我有点担心。,关切语调
你最近怎么了？怎么好像心情不太好？,关切语调
要不要我帮你分担一些事情？看你最近很累。,关切语调
我发现你有点不太对劲，是不是遇到困难了？,关切语调
这个礼物我真的超级喜欢，谢谢你！,开心语调
今天的天气真好，心情也跟著变好了。,开心语调
好久不见，真的好开心看到你。,开心语调
这个计划居然真的成功了，太棒了！,开心语调
那场表演真是太精彩了，我至今还在回味。,开心语调
我没想到今天能遇见你，真是太巧了！,开心语调
今天吃到的那道菜真好吃，心情都变好了。,开心语调
你也觉得这样很好笑吗？我们真是太有默契了。,开心语调
这样的小惊喜，让我心情一下子就变好了。,开心语调
真是没想到，我居然能做到这一步，太开心了！,开心语调
怎么可以这样对待我？你根本不在乎我！,愤怒语调
我一直都在努力，为什么你还是这样看待我！,愤怒语调
怎么这么不公平？每次都是我在承担，为什么是我！,愤怒语调
我真的受够了，你怎么可以这样对我！,愤怒语调
你根本就不理解我，怎么会这样对我！,愤怒语调
这不是我想要的结果，你到底是怎么想的！,愤怒语调
我不想再听你说这些谎话了，够了！,愤怒语调
你为什么每次都这么自私，从来不考虑别人的感受！,愤怒语调
这么简单的事情，你怎么总是做不好！,愤怒语调
每次都是我来解决问题，为什么你从不站出来！,愤怒语调
我真的不想再想这些事了，可是心里还是很痛。,悲伤语调
有些人走了，心里空荡荡的，什么都不想做。,悲伤语调
看著你离开，我的世界好像一下子就崩塌了。,悲伤语调
虽然我努力过了，但结果还是这么不如人意。,悲伤语调
有时候，回忆总是像影子一样，怎么也甩不掉。,悲伤语调
我明知道这样不对，可还是忍不住流眼泪。,悲伤语调
那段时间我过得很痛苦，真的无法形容。,悲伤语调
每当想起那些曾经的幸福，我的心就像被撕裂。,悲伤语调
我努力过，但一切还是回不到从前。,悲伤语调
看著你的背影渐行渐远，我只觉得心如刀割。,悲伤语调
你真的想这样做吗？这会不会太冒险了？,疑问语调
为什么你不告诉我真相，这样我怎么能帮你？,疑问语调
这真的有可能吗？怎么会这样发生？,疑问语调
你到底为什么要这样做？有没有想过后果？,疑问语调
我到底该怎么做才能解决这个问题？,疑问语调
如果我选择这样做，会不会是错误的决定？,疑问语调
怎么会这样？我到底做错了什么吗？,疑问语调
你为什么不告诉我你的真实想法？,疑问语调
你真的有准备好面对这一切吗？,疑问语调
我能相信你吗？你说的话是真是假？,疑问语调
你真的做到了吗？这简直太不可思议了！,惊奇语调
这怎么可能？我完全没想到会这样！,惊奇语调
我竟然没发现，原来一切都是这样的！,惊奇语调
我从来没想过会有这种结果，真是太出乎意料了！,惊奇语调
你真的这样做了吗？这太震撼了！,惊奇语调
怎么可能，这事情完全颠覆了我的理解！,惊奇语调
这怎么会发生？我完全没有预见到！,惊奇语调
哇，这真的是意外中的意外！,惊奇语调
我从来没有见过这样的事情，太惊人了！,惊奇语调
我完全没想到，结果竟然会是这样！,惊奇语调
这种行为我真是看不下去，真的是太过分了。,厌恶语调
你怎么这么无理，让我怎么去理解你？,厌恶语调
我对这些谎言完全没有兴趣，你到底有没有想过别人的感受？,厌恶语调
每次听到这种话，我只觉得反胃。,厌恶语调
我真不明白，为什么有人会这样做，真的是太恶心了。,厌恶语调
你怎么这么自私，从来不考虑别人，让我真的是厌烦。,厌恶语调
我真是不想再听到你说这些了，怎么那么不真诚。,厌恶语调
这样的人真让我生气，完全不懂得尊重人。,厌恶语调
为什么每次都这么麻烦，真的是没完没了。,厌恶语调
我对你已经完全失去耐心了，真的让人厌烦。,厌恶语调
今天的值班结束得很顺利，没有太多突发状况。,平淡语气
他说这段路是他每天上班必经的地方。,平淡语气
下午的茶点是蛋糕和咖啡，还挺搭配的。,平淡语气
花市的花开得很鲜艳，虽然品种不多，但很漂亮。,平淡语气
他翻开书，静静地看了几页，没发出一点声音。,平淡语气
这件衣服是去年买的，款式有点过时了。,平淡语气
天色逐渐变暗，他关上窗，准备出门。,平淡语气
他把信封放进抽屉，没再多说什么。,平淡语气
街上的人潮散去，店舖一个个关了门。,平淡语气
她一边听音乐，一边清理房间，一切井然有序。,平淡语气
你还好吗？今天看起来有点累，要不要休息一下？,关切语调
你的孩子怎么样了？病情有没有好转？,关切语调
是不是工作压力太大了？有什么我可以帮忙的吗？,关切语调
今天的演习结束得怎么样？有没有什么问题？,关切语调
这份报告完成得很不错，但还有一些细节可以改进。,关切语调
你最近的情况还稳定吗？如果有困难一定要说。,关切语调
天气变凉了，记得多穿点衣服，不要感冒了。,关切语调
听说你在公司受了委屈，还好吗？,关切语调
这个案子是不是遇到了瓶颈？我们再一起看看吧。,关切语调
你一直这么努力，千万别太过勉强自己。,关切语调
我真的太开心了，今天收到的礼物完全超出我的期待！,开心语调
那部剧真的太好看了，我们下次一起追吧！,开心语调
你刚刚的表现太棒了，简直是全场的焦点！,开心语调
今天的天气真的太舒服了，完全适合郊游！,开心语调
刚刚买的那家甜点店，味道好到让我想再去一次！,开心语调
没想到你这么会讲笑话，笑得我眼泪都出来了！,开心语调
这场比赛居然逆转了，真的太让人兴奋了！,开心语调
我们的努力终于得到了回报，这一刻真的值得庆祝！,开心语调
你知道吗？他竟然主动找我聊起来，超惊喜的！,开心语调
这趟旅程真的太值得了，每一刻都超级美好！,开心语调
你怎么可以这样！这根本就是在欺负人！,愤怒语调
我真的受够了，为什么总是我来承受这些？,愤怒语调
你知不知道这么做会给别人带来多大的麻烦！,愤怒语调
这件事我已经说过很多次了，你为什么就是不听？,愤怒语调
怎么每次出事的时候你都能置身事外？,愤怒语调
这么不负责任的态度，你到底是怎么想的？,愤怒语调
我从没见过这么自私的人，简直让人无法接受！,愤怒语调
你明明知道后果，为什么还要做这种事？,愤怒语调
这样的结果对我来说完全无法接受！,愤怒语调
我真不懂，为什么总是要把事情搞得这么复杂！,愤怒语调
我知道这件事再怎么努力也无法改变，心里真的很痛。,悲伤语调
他走了以后，整个家就变得空荡荡的，再也不一样了。,悲伤语调
每次想起那些过去的事，眼泪就不自觉地掉下来。,悲伤语调
我真的试过努力，但还是失败了，无能为力。,悲伤语调
那天是他的生日，可惜我们再也无法一起庆祝了。,悲伤语调
当我看到他们幸福的样子，心里的遗憾更深了。,悲伤语调
我真的不明白，为什么美好的事情总是那么短暂。,悲伤语调
虽然知道这是无法避免的结局，但还是接受不了。,悲伤语调
每当夜深人静，我的心就像被什么东西压著，喘不过气。,悲伤语调
我好想再见他一面，可这已经是不可能的事了。,悲伤语调
为什么我们会走到今天这一步？这一切到底是怎么开始的？,疑问语调
你怎么会有这样的想法？我完全无法理解。,疑问语调
这个方案真的能行得通吗？有没有考虑到风险？,疑问语调
他为什么会突然消失？这中间是不是有什么隐情？,疑问语调
这样的结果真的是我们最想要的吗？,疑问语调
你刚刚说的那些话，是真的吗？还是只是在敷衍我？,疑问语调
那天晚上你到底去了哪里？为什么会不见？,疑问语调
我们这么努力了，结果为什么还是这样？,疑问语调
他是不是有什么事情瞒著我们？,疑问语调
这样的选择真的会让事情变得更好吗？,疑问语调
原来这一切都是他策划的！我完全没想到！,惊奇语调
你刚刚说的是真的吗？我简直不敢相信！,惊奇语调
他居然能做到这种程度，太厉害了吧！,惊奇语调
这个地方居然藏著这么多秘密，太让人惊讶了！,惊奇语调
我真的没想到，你会在这种时候出现！,惊奇语调
这个谜团居然解开了，太不可思议了！,惊奇语调
怎么可能，这件事情居然是真的！,惊奇语调
他刚刚的表现简直让人刮目相看，完全出乎意料！,惊奇语调
我真的没想到，这样的小细节居然藏著这么大的秘密！,惊奇语调
他一直隐藏的秘密竟然是这个，简直令人震惊！,惊奇语调
每次看到这种事情，我都觉得恶心，简直无法忍受！,厌恶语调
他居然这么做，真的是让人反感到极点！,厌恶语调
这样的态度根本就是在敷衍人，太让人失望了！,厌恶语调
我不想再跟这样的人打交道，太让人厌恶了！,厌恶语调
他说的那些话，完全就是一派胡言，听得我想吐。,厌恶语调
为什么有人会这么自私，完全不考虑别人的感受！,厌恶语调
这样的行为简直是对我们的羞辱，让人无法接受！,厌恶语调
每次看到他那副样子，我都忍不住想要远离他。,厌恶语调
这种人居然还有脸出现在我们面前，真是让人无语！,厌恶语调
我受够了这种虚伪的表现，简直无法再忍受！,厌恶语调
他拿起咖啡杯，喝了一口后继续翻报纸。,平淡语气
路边的花刚开，颜色很鲜艳，看起来像是新种的。,平淡语气
今天天气不错，我们决定到海边散步。,平淡语气
他静静地坐著，手上的铅笔不停地转动。,平淡语气
我把书包收拾好，准备明天的课。,平淡语气
阳台上的植物似乎需要浇水了，叶子有些干。,平淡语气
他拨开窗帘，看了看外面的街道，没说话。,平淡语气
灯光打在墙上的画作上，显得格外柔和。,平淡语气
这家咖啡店的桌椅摆设很简单，但很有氛围。,平淡语气
他穿过马路时，停下来看了看对面的大厦。,平淡语气
今天的邮差比平常来得早一些，信件不多。,平淡语气
她的头发剪短了，看起来清爽了不少。,平淡语气
公车到了站，车上的人一个个下来，步伐很快。,平淡语气
他把文件整理好放进文件夹，准备交给主管。,平淡语气
天空很蓝，几片白云悬在半空中，动也不动。,平淡语气
书架上的书按颜色排列，看起来像是一幅画。,平淡语气
她端著茶杯，轻轻地吹著热气，等待它冷却。,平淡语气
猫趴在地板上，尾巴有节奏地晃来晃去。,平淡语气
街边的小摊上有几个人在买东西，声音不大。,平淡语气
窗外的树被风吹动，叶子发出沙沙的声音。,平淡语气
她把书放进背包，然后拿起钥匙准备出门。,平淡语气
他把手表的时间调了一下，确保没有迟到。,平淡语气
街灯亮了，行人渐渐少了，街道变得安静。,平淡语气
他把水壶装满水，放在背包的侧袋里。,平淡语气
今天早上早餐很简单，只有一片吐司和一杯茶。,平淡语气
他的笔记本上记满了密密麻麻的字，看起来很用心。,平淡语气
她轻轻地把书合上，然后抬头看向窗外。,平淡语气
桌上的蛋糕切了一半，另一半还完整地放著。,平淡语气
他用手机查了一下地图，确定路线后才出发。,平淡语气
她的手机震动了一下，她看了眼屏幕，没有回应。,平淡语气
你今天怎么了？看起来有些不对劲。,关切语调
昨天你回家后没事吧？我有点担心。,关切语调
这份资料是不是有什么地方需要修改？,关切语调
你的伤口还疼吗？药换了吗？,关切语调
他最近的情况怎么样了？是不是还需要帮忙？,关切语调
你这几天都在加班，有没有好好休息？,关切语调
这么大的事，为什么不早点跟我说？,关切语调
你是不是在为那件事烦心？要不要聊聊？,关切语调
天气这么冷，你穿得这么少，不怕感冒吗？,关切语调
你手上拿的是什么？需要我帮你提吗？,关切语调
你是不是还没吃午饭？我们去吃点东西吧。,关切语调
他刚刚看起来好像有点不舒服，你注意到了吗？,关切语调
这件事处理起来会不会太累？要不要换个方式？,关切语调
最近的天气不好，你的过敏是不是又犯了？,关切语调
家里的灯坏了好几天，你找人修了吗？,关切语调
你的报告准备得怎么样？有没有需要帮忙的地方？,关切语调
她一个人回家不太安全，你要不要陪她？,关切语调
孩子的成绩有没有进步？你是不是要再多辅导他一下？,关切语调
这条路晚上走起来不太安全，要不我们绕远一点吧。,关切语调
你昨天晚上怎么一直没回消息？是不是发生什么了？,关切语调
你的眼睛怎么红红的？是不是休息不够？,关切语调
我听说你最近有些不开心，是不是有什么事？,关切语调
你的脚怎么肿成这样？是不是扭到了？,关切语调
你搬家的事进展得怎么样？需不需要人手帮忙？,关切语调
他今天的状态不太好，需不需要去看医生？,关切语调
这么冷的天气，你确定不要加件衣服？,关切语调
我看你刚刚走路的样子，好像有点不稳，要不要检查一下？,关切语调
这件事情交给你是不是压力太大？需要分担吗？,关切语调
你早上没吃东西吧？要不要买点东西补充一下？,关切语调
他刚刚说的话是不是有些过分？你不要放在心上。,关切语调
今天的天空真蓝，连云朵都像是在微笑！,开心语调
哇，我的最爱竟然是你准备的，太棒了！,开心语调
谢谢你记得我的生日，我真的很感动！,开心语调
我刚刚收到了一个超好的消息，忍不住想和你分享！,开心语调
这场电影真的太好看了，我完全沉浸在故事里！,开心语调
终于可以放假了，我们要不要计划个旅行？,开心语调
刚刚那家甜品店的蛋糕太好吃了，改天再去！,开心语调
哇，你画的这幅画真的超美的，像专业艺术家一样！,开心语调
这个游戏我终于过关了，快来看看我的纪录！,开心语调
你的建议真的太实用了，解决了我的大问题！,开心语调
我刚收到了一份意外的礼物，真的太惊喜了！,开心语调
刚刚散步的那条小路景色太美了，真希望你也能一起看到！,开心语调
我学会了烘焙，这次的面包你一定要尝尝！,开心语调
我们终于完成了这个项目，真的太有成就感了！,开心语调
今天天气太好了，真适合出去野餐！,开心语调
你的笑容真的会传染，我的心情都跟著变好了！,开心语调
他刚刚那个笑话真是笑死我了，太有才了！,开心语调
这次的考试成绩超出预期，我太开心了！,开心语调
我终于买到了心仪已久的那双鞋，太开心了！,开心语调
今天的聚会超有趣，大家都玩得很开心！,开心语调
这段音乐听起来让人心情特别愉快，你也听听看！,开心语调
这是我一直想看的书，终于找到了！,开心语调
你的设计真的太有创意了，让我大开眼界！,开心语调
朋友送的手作卡片真的太用心了，感动到不行！,开心语调
你推荐的那家餐厅真的好棒，菜好吃又服务好！,开心语调
今天的早晨特别舒服，感觉一切都很美好！,开心语调
孩子刚学会了骑脚踏车，看到他那么高兴我也很开心！,开心语调
我们家养的小狗今天第一次打滚，真的超可爱！,开心语调
昨晚的烟火秀太美了，真希望下次也能和你一起看！,开心语调
这份礼物真的是最好的惊喜，谢谢你！,开心语调
为什么总是我在收拾烂摊子？,愤怒语调
你说过会负责的，现在是什么意思！,愤怒语调
我已经忍耐很久了，你还要我怎么样？,愤怒语调
每次都这样，你根本没在改变！,愤怒语调
这种事情你都能忘记，太过分了！,愤怒语调
你怎么可以这么自私，完全不顾别人的感受！,愤怒语调
我只是想要个解释，这也太难了吧！,愤怒语调
为什么大家都在努力，就你在偷懒？,愤怒语调
你这样说话太没礼貌了，实在让人火大！,愤怒语调
这是什么烂安排，完全没考虑到实际情况！,愤怒语调
你居然连这么简单的事都搞砸了！,愤怒语调
我对你的信任就这样被你辜负了！,愤怒语调
你怎么可以在这个时候临阵脱逃？,愤怒语调
每次说好的事情到最后都变卦，让人怎么相信你？,愤怒语调
我已经说得这么明白了，你还听不懂吗！,愤怒语调
这根本不是我的错，凭什么要我承担后果！,愤怒语调
我受够了你的借口，说到底就是不负责任！,愤怒语调
这么重要的会议你居然迟到，太不专业了！,愤怒语调
你这样乱搞，让别人怎么办？,愤怒语调
我明明已经提醒过你，还要再犯错几次？,愤怒语调
你知不知道你的行为有多伤人？,愤怒语调
做事情不用心，还指望别人帮你收拾残局？,愤怒语调
我真的不知道该怎么和你沟通了！,愤怒语调
这么大的问题你就当没发生过吗？,愤怒语调
你再这样下去，谁还敢信任你？,愤怒语调
这份报告漏洞百出，你到底有没有认真做？,愤怒语调
你总是把责任推给别人，自己却从不承担！,愤怒语调
我真不知道你到底在想什么，这种事也能搞砸！,愤怒语调
你这样摆烂，对得起所有努力的人吗？,愤怒语调
这是最后一次警告，不要再挑战我的耐心！,愤怒语调
我怎么也想不到，事情会变成这样。,悲伤语调
她走的那一刻，我感觉世界都静止了。,悲伤语调
每次想到那段回忆，我都忍不住掉眼泪。,悲伤语调
我真的很努力了，但还是没办法挽回。,悲伤语调
为什么好人总是没办法过得幸福？,悲伤语调
我再也见不到他了，这种感觉太痛苦了。,悲伤语调
一切都结束了，我却什么都改变不了。,悲伤语调
我们之间的距离，越来越远了。,悲伤语调
明明只是想简单地幸福，为什么这么难？,悲伤语调
他说离开是为了我们好，但我不明白为什么。,悲伤语调
这是我第一次感受到，原来心碎是这么痛。,悲伤语调
我们的梦想，终究没能实现。,悲伤语调
我甚至连道别的机会都没有。,悲伤语调
那些日子是那么短暂，但却让人怀念到心痛。,悲伤语调
再也回不去以前的样子了，这让我无法接受。,悲伤语调
她的笑容还在眼前，但人却已经不在了。,悲伤语调
我一直以为自己够坚强，但这次真的撑不住了。,悲伤语调
他那句话，一直回响在我的脑海里，挥之不去。,悲伤语调
如果时间能倒流，我一定不会放开你的手。,悲伤语调
这场雨让我想起当初分手的那一天。,悲伤语调
看著他的背影消失，我的心像被掏空了一样。,悲伤语调
明明那么接近幸福，却还是错过了。,悲伤语调
这段关系终究还是没能走到最后。,悲伤语调
有些伤口，看似愈合了，其实一直在痛。,悲伤语调
我一直告诉自己要忘记，但越想忘却越记得清楚。,悲伤语调
我在笑著说再见，但心里却一直在哭。,悲伤语调
再怎么努力，我还是留不住你。,悲伤语调
那些美好的回忆，现在只会让人更加难过。,悲伤语调
我怎么也想不到，他竟然会这么快就离开我们。,悲伤语调
那天的阳光那么好，但却成了我最悲伤的一天。,悲伤语调
为什么这件事到现在还没解决呢？,疑问语调
你确定这是最好的选择吗？,疑问语调
我们是不是漏掉了什么重要的细节？,疑问语调
这个方案真的可行吗？,疑问语调
他为什么突然不接电话了？,疑问语调
你刚刚说的那句话，到底是什么意思？,疑问语调
怎么会有人做出这么荒唐的事情？,疑问语调
他这么做的目的到底是什么？,疑问语调
为什么我们的努力总是得不到回报？,疑问语调
这份报告里的数据，确定没有问题吗？,疑问语调
他为什么对这件事这么执著？,疑问语调
难道真的没有人能解决这个问题了吗？,疑问语调
你们刚刚说的话，我是不是听错了？,疑问语调
我们真的有办法应付这样的情况吗？,疑问语调
她说的那些话，真的可以相信吗？,疑问语调
为什么他会选择这样离开？,疑问语调
你怎么会想到这么奇怪的办法？,疑问语调
这真的是你自己的决定吗？,疑问语调
他到底隐瞒了我们什么？,疑问语调
这件事难道真的只有一个解释吗？,疑问语调
你说他会回来，那他什么时候回来？,疑问语调
为什么我做的每一件事，他都要反对？,疑问语调
这个世界上，真的有这么巧合的事情吗？,疑问语调
她说的话，怎么听起来好像有些不对劲？,疑问语调
你刚才那个表情，是不是有什么话没说出来？,疑问语调
如果再给你一次机会，你会怎么做？,疑问语调
你怎么能轻易就决定要放弃？,疑问语调
他到底经历了什么，才会变成这样？,疑问语调
这么做的后果，你真的考虑清楚了吗？,疑问语调
你刚才说的那个人，到底是谁啊？,疑问语调
我真的受不了你这种态度了！,厌恶语调
你能不能别再说那些让人恶心的话？,厌恶语调
这里怎么这么脏，根本没人管吗？,厌恶语调
拜托你离我远一点，我不想再看到你。,厌恶语调
你做的这些事，让我觉得非常恶心！,厌恶语调
我最讨厌别人说谎了，尤其是像你这种。 ,厌恶语调
你以为你这样做，很聪明吗？真让人看不起！,厌恶语调
怎么会有人这么自私，什么都只想到自己！,厌恶语调
你每次都这样，真的让我觉得厌烦！,厌恶语调
这件事情太荒谬了，我根本不想参与！,厌恶语调
他那种嘴脸，真是让人看了就反胃。,厌恶语调
你这样的行为，根本是在侮辱我们所有人！,厌恶语调
这么简单的事情都做不好，真是让人失望！,厌恶语调
我不想听你解释，因为你说的每句话都让我觉得反感。,厌恶语调
天气预报说，明天会下雨，记得带伞。,平淡语气
这杯咖啡有点凉了，我要去换一杯热的。,平淡语气
他今天请假了，应该是身体不太舒服。,平淡语气
我刚从便利商店买了两瓶水，顺便拿了早餐。,平淡语气
这次会议预计会开两个小时，你有空吗？,平淡语气
电影票买好了，晚上七点的场次。,平淡语气
我在楼下等你，到了打给我。,平淡语气
明天早上有一个重要的会议，别迟到了。,平淡语气
那条路最近在施工，可能会比较塞。,平淡语气
我今天早点睡，最近有点累。,平淡语气
这种人居然还有人相信，真是让人无语。,厌恶语调
你做的事，真是让人瞧不起！,厌恶语调
这地方的味道，让我一秒都待不下去！,厌恶语调
你别再装可怜了，没有人会同情你！,厌恶语调
看到这种场面，我真的只想马上离开。,厌恶语调
你每次出现，都让整个气氛变得很糟糕。,厌恶语调
我真的受够了，为什么每次都是我来收拾烂摊子！,厌恶语调
他说的那些话，让我觉得又荒谬又可笑！,厌恶语调
你这种人，根本不值得别人对你这么好！,厌恶语调
我最讨厌这种假惺惺的样子了！,厌恶语调
你这样做，不觉得自己很过分吗？,厌恶语调
这种谣言都能传得起来，真是让人无语。,厌恶语调
他做了这么多坏事，居然还能装作什么都没发生。,厌恶语调
